Drug Name,Price
RITOPAR 10mg tab.,8
REFRESH TEARS 0.5% lubricant eye drops,20
OXURATE 100mg/100ml syrup,6
BUTACID 10mg tab.,1
AMPICILLIN 125mg/5 ml susp.,3
EUROPACK COLD MED PLUS effervescent sachets,4
MICOBAN 2% topical powder,2
CARMURIT-T 25mg tab.,3
ZETLIP 10mg tab.,35
ADCOCETINE 1% oint.,2
ANUVA  50mg dispersible tab.,10
MARK FAST caps.,4
WINCEF 0.5gm I.M./I.V.vial,14
MUCOSIN 7.5mg/ml oral drops,3
KLAVOX 457mg/5ml susp.,32
FLOCAZOLE 50mg caps.,40
FLOCAZOLE 150mg caps.,18
TRIAMINIC COLD & ALLERGY syrup.,6
NEOSPORE P.R topical cream,6
NEOSPORE P.R topical oint.,7
CLOTRISONE oint.,4
CLOTRISONE cream,4
ANTINAL 200mg caps.,5
SPASMO ROWANTINEX supp.,7
MEPACOFEN 25mg tab.,4
ANTIZOLE 200mg tab.,2
ANEXNIL 0.5mg/5ml I.V.amp.,60
EPIDOPA 250mg f.c. tab.,6
PRAMACORT cream (R1),6
PRAMACORT cream,4
KARVEX 6.25mg tab.,4
COGETROPINE MESYLATE 1mg/ml amp.,6
VERORAB 2.5I.U./0.5ml vial,75
STAMARIL vaccine,50
BLOKIUM 50mg tablet,5
BLOKIUM 100mg tablet,10
OPINIDAZOLE 1000mg f.c.tab.,12
MARCOFEN 300mg infantile supp.,3
MARCOFEN 400 mg coated tab.,4
DAVIKEN 250mg/5ml syrup (R1),11
DAVIKEN 250mg/5ml syrup,7
AMOCOMB cream,5
RANCIF 500mg f.c.tab.,22
ATACAND PLUS 16/12.5 mg tabs.,60
MEPACOFEN 2.5% topical gel,3
EPIAO 10000I.u./ml vial,120
INTEFEN 3M.I.U. vial,30
INTEFEN 5M.I.U. vial,52
COBALVEX B12 0.5mg/ml amp.,3
PROSTAGARD caps.,9
STIGMIDE 60mg/5ml syrup,8
DIAVANCE 1.25/250mg f.c.tab.,3
FEVANO 200mg/5ml syrup,4
TOPRANO 4mg f.c.tab.,5
ANDROMEN 40mg soft gelatin caps.,22
RISCURE 4mg f.c.tab.,30
PANTHENOL 5% topical solution,5
VANCOMYCINE MYLAN 500mg vial,24
CIDOCETINE 250mg caps.,3
OCUPHENICOL-D  eye drops,4
GABALEPSY 300mg caps.,20
SEKEM LACTAGOGUE filter bag,4
RHEUMAFEN 100mg S.R.caps.,10
VITAMAX soft gelatin caps.,12
MARCOFEN 100mg/5ml susp.,4
MARCOFEN 500mg supp.,4
ALGESAL SURACTIVE cream (R1),10
ALGESAL SURACTIVE cream,6
HYDRETIC 12.5mg tab.,2
CYTOPLATIN 50mg/50ml vial,38
IFOS 1gm vial,60
CYTOPLATIN 10mg/20ml vial,12
MESNA 100mg/ml amp. (R1),15
MESNA 100mg/ml amp.,50
MEGLUCON 850mg f.c.tab.,6
B-FRESH 0.05% mouthwash (R1),6
B-FRESH 0.05% mouthwash,10
BISTOL 10mg tab.,6
DOCETAX INJECTION CONCENTRATE 20mg/0.5ml vial (R2),1350
DOCETAX INJECTION CONCENTRATE 20mg/0.5ml vial (R1),1500
DOCETAX INJECTION CONCENTRATE 20mg/0.5ml vial,350
CORNEREGEL FLUID 50mg/ml eye drops,10
NAVOPROXIN 50mg supp.,5
CLAUDIZOL 100mg tab.,30
CEFIXIME 100mg/5ml susp. (R1),27
CEFIXIME 100mg/5ml susp.,18
PROGEST 100mg soft gelatin caps.,18
CERUMENEX N 0.9074gm/10ml ear drops,5
AMMONIATED MERCURY 5gm/100gm oint.,2
VAGYL POWDER sachet,4
LIGNORAL 10gm/100ml oral spray,10
LARYPRO lozenges,4
FASTCURE 20mg enteric coated caps.,12
PIASCLEDINE 300mg caps.,29
ETOPOSIDE MERCK 100mg/5ml vial,45
MONOKAST 20mg f.c.tab.,12
CISPLATINE MYLAN 10mg/10ml vial,16
PROBRIC 5mg/5ml syrup,8
TRACRIUM 25mg/2.5ml ampoule,91
CRONOGUARD caps.,5
SIRDALUD 2mg tab.,6
LEVOCARNINE 10gm/100ml oral solution,27
HIBERIX VACCINE vial and prefilled syringe,50
STREPTOMYCIN 1gm vial,4
TOBRADEX eye oint.,16
QUADRIDERM cream,4
AMRIZOLE 500mg tab.,5
TICANASE 0.05% nasal spray,21
RHEUMATON 750mg f.c. tab.,8
RHEUMATON 500mg f.c.tab.,7
NAPI-CARE  oint.,2
CINNARIDONE tab.,4
GINSENG CAP. 85  mg,3
EPIRAN 75mg sachet,0
FLABU 40mg/ml oral drops.,4
VENTAL INHALER 100 mcg/dose,8
CEFOZON 2gm vial,18
REFRESH LIQUIGEL 1% eye drops,22
MYKOTRAL 2% topical powder,4
ACICLOVIR MYLAN  250mg vial,40
MEPADRIN 1gm Caps.,12
CROWN HAIR Cap.,3
KEIRAN 500mg/10ml vial,8
FUNGIZOLE 200mg tab.,22
BETOLVEX 1mg/ml amp.,7
BERBERIL-N 0.05% eye drops,9
LOSEC 20mg caps.,27
DELTASONE 5mg/100ml syrup,3
RISALDENE 35mg f.c.tab.,40
EPCIFAM 10mg effervescent granules,4
TOBRADEX eye drops,20
FARCORELAXIN 10mg adult supp.,3
CORTIPLEX B6 PEDIATRIC amp.,2
MELOXICAM 5mg/ml I.M.amp.,2
SEMI-DAONIL 2.5mg tab.,2
CUTACORT cream,12
DALACIN C 150mg caps.,24
MICOBAN 600mg/30ml topical solution,10
NIFUNAL 4% susp. (R1),5
NIFUNAL 4% susp.,6
SPASMO AMRASE enteric coated tab.,7
DIVIDO 75mg dual release caps. (R1),5
DIVIDO 75mg dual release caps.,12
ELICA-M cream,18
DOMPIDONE 10mg tab. (R1),7
DOMPIDONE 10mg tab.,2
DELTAVIT B12 1mg sublingual tab.,10
GASTRODOMINA 20mg tab.,9
GASTRODOMINA 40mg tab. (R1),10
GASTRODOMINA 40mg tab.,32
DESLORAT 5mg f.c.tab.,8
VOLUVEN 6% sol. for I.V.inf.,68
LOFTYL 150mg f.c.tab.,10
IBUFLAM PLUS susp.,5
ZITHROKAN 100mg/5ml susp.,6
HAMELIS 5.35gm/100gm cream,6
STUVAL 25mg tab.,2
LACTATED RINGER'S INJECTION U.S.P.II 500 ML,3
KLAVOX 1gm f.c.tab.,50
METAZ 0.1% cream (R1),12
METAZ 0.1% cream,24
METAZ 0.1% oint. (R1),8
METAZ 0.1% oint.,24
FLAZOL 500mg/100ml I.V.infusion,13
SCANDONEST 2% SPECIAL carpoule 1.8ml epinephrine 1:100 000,39
COLISTIN SULPHATE 750.000 IU/15ml powder for oral susp.,5
TELZIM 240mg S.R.caps.,10
TELZIM 90mg S.R.caps.,6
DEXATOBRIN OPHTHALMIC SUSPENSION,8
DESA 5mg f.c.tab.,8
CORTIPLEX B6 Adult amp.,4
TIENAM 500/500mg I.V.vial,96
ASCORBOVIT 1gm sachets,3
FARCOMETHACIN  1% topical gel,4
FARCORELAXIN INFANTILE 7.5mg supp.,2
EL NASR SOLVENT FOR ANTIBIOTICS-DRY MIX 50ml,0
CALCIMATE FORT 1200mg tab.,6
BRUFEN-FLU susp.,7
BRUFEN-FLU f.c.tab.,6
SALETHAN 12% cream,2
GLUTOMARINE caps.,10
COLOVERIN 200mg S.R.caps.,8
OCTOSEMIDE-K E.R tab.,5
CYTARABINE 100mg/5ml amp.,15
ALKYLOXAN 500mg vial,11
ALKYLOXAN 50mg f.c.tab.,62
5FU 250mg/5ml vial (R1),6
5FU 250mg/5ml vial,9
CLAUDOL 100mg tab.,30
CYTARABINE 500mg/10ml vial,40
CIPROMAX 750mg f.c.tab.,40
KLAVOX 228mg/5ml susp.,22
BRONCOXIL syrup,4
CARVENA 12.5mg f.c.tab.,6
POVIDONE SKIN CLEANSER 7.5% topical solution. (R1),80
POVIDONE SKIN CLEANSER 7.5% topical solution.,6
SCHIZODAL 2mg f.c.tab.,20
SUREPTIL tab.,5
VELOSEF 250mg caps.,7
NEW TIGER POROUS PLASTER,3
SEPTAZOLE 400/80mg tab.,3
ISOPTOFENICOL 0.5% eye drops,4
ISOCID FORTE 200mg tab. (R1),3
ISOCID FORTE 200mg tab.,20
ATROPINE SULPHATE 1mg/ml amp.,1
MAGNA effervescent granules,4
CIPROCIN 250mg f.c.tab.,18
DICLONERVE caps.,5
SPASMOFREE 10mg/5ml syrup,4
CLEAR AIR 4mg chewable tab.,18
DANTRELAX COMPOUND caps.,12
HAES-STERIL 60gm/1000ml  I.V.infusion,54
NEBILET 5mg tab.,23
ONCODOX 10mg vial,25
DUPHALAC 667gm/l syrup,6
VEGASKINE-D tab.,2
KETOPROF 100mg/2ml I.M amp. For I.M. inj.,1
PENTALMIN 100mg  tab.,2
ANAFRONIL 25mg s.c. tab.,6
VERTIGUN tab.,7
TENORMIN 50mg f.c.tab.,8
PENTALMIN 100mg/5ml susp.,2
HI-FLUCIL 250/250 caps.,8
ZYLORIC 100mg tab.,5
SINEMET CR 50/200 mg tab.,87
ANAUSAN syrup,3
BABYRHINO syrup,6
METHOTREXATE 25mg/ml vial (R1),95
METHOTREXATE 25mg/ml vial,22
ISOPTO STEROFRIN eye drops,4
ALBUMIN HUMAN 20% I.V infusion (R1),210
ALBUMIN HUMAN 20% I.V infusion,305
HARPAGIN f.c.tab.,6
SK ALBUMIN 20% vial (R1),200
SK ALBUMIN 20% vial,255
TOPMODE FORTE 200mg tab.,6
VALPO 200mg enteric coated tab.,4
UNIZITHRIN 600mg/30ml susp.,10
OLAZINE 10mg f.c.tab.,35
BETNOSAL oint. (R1),5
BETNOSAL oint.,3
DELTASONE 0.75mg tab.,2
NETLOOK 40mg soft gelatin capsule,77
LUCIFORTE 500mg vial,12
RHINOTUS syrup,7
RHINOPRO syrup,5
MANNITOL INJECTION 5% U.S.P.XXX,6
CIPROFLOXACIN 200mg/100ml vial,17
THIOTEX FORTE 600mg caps.,15
HEBITAXIME 1gm vial,12
HEBITAXIME 0.5gm vial,8
LOTRIDERM cream,4
CEFRONE 1gm vial,14
OPTIFLOX-D eye drops,14
HEBIXIME 400mg caps.,31
HISTOTEC 16mg f.c.tab.,6
DELAYTIAZEM SR 90 mg caps.,8
DERMOVATE 0.05 %w/w ointment,8
BLEOCIN 15mg amp.,129
TOBRA-ALEX 20mg/2ml amp.,3
MEGAFEN tab.,2
NAPHCON A eye drops,6
TOPRANO 8mg f.c.tab.,8
FAMOTAK 20mg f.c.tab.,9
REPARIL N topical gel,9
LOSAZIDE 50/12.5mg f.c.tab.,13
"VFEND 200mg vial
(Hospital)",630
METCLAMIDE 5/500mg tab.,4
PROXIMOL 0.4mg sugar coated tab.,2
TUSSILAR-M 10mg/ml drops,2
GARAMYCIN 1mg/gm topical cream,3
METCLAMIDE 2.5/500mg tab.,3
FEVER'N FLU tab.,3
DAIVOBET oint.,75
ANTODINE 20mg effervescent tab.,8
AMOFLAM 100mg enteric coated tab.,6
DAVIKEN 200mg/ml syrup,11
SIMVAGED 80mg tab.,66
ALENDEX 40mg tab.,14
TOPMODE 50mg caps.,6
PROTELOS 2gm sachet,62
FARCODOXIN 100mg hard gelatin capsule,9
APIFORTYL soft gelatin capsule (R1),26
APIFORTYL soft gelatin capsule,8
MULTIVITOL COMPOUND syrup,11
PROCTOSEDYL oint.,7
URBASON RETARD 4mg enteric coated tab.,4
OVESTIN 1mg tab,4
MAALOX PLUS 200mg chewable tab.,5
VFEND 50mg f.c.tab.,525
VFEND 200mg f.c.tab.,1950
COMEDORMIR 10mg tab.,4
ORS sachet,2
GENUPHIL  f.c.tab.,13
THIOTACID COMPOUND caps.,13
ZITHROKAN 600mg tab.,10
MEPRAM 1mg/ml syrup,4
"1,2,3 syrup",5
AUGMENTIN 457mg/5ml susp.,37
EBIXA 10mg f.c. tab.,129
VIROLYSIS 50mg/5ml syrup.,6
LUCOCID-R 3% oint.,4
MASSAGIL Spray,8
PSYCHODAL 1mg/ml syrup,22
NUVARING vaginal ring,55
PUREGON 100I.u./0.5ml vial,180
MAGNESIUM PLUS tab.,10
CARDIO MEP 150mg/3ml iv amp.,24
VITAMIN E FORTE  400mg soft gelatin capsules,11
CARMINEX syrup,3
TORVAST 40mg f.c.tab.,20
5-FLUOROURACIL EBEWE 50mg/ml I.V.amp.,10
FOLICRON S.R.cap.,10
BUTALIN 100mcg/actuation,10
JUSPRIN 81mg enteric coated tab.,5
ADOL EXTRA caplets.,4
GRANUDOXY 100mg divisible f.c.tab.,10
GELOFUSINE I.V. infusion.,32
IMATIB 100mg caps.,250
DELTACLAV 457mg/5ml pd. For oral susp.,18
DELTACLAV 228.5mg/5ml powder for oral susp.,13
DELPIRAMATE 100mg f.c.tab.,22
MUCOSTA 100mg f.c.tab.,15
TIMOLOL 0.5% eye drops,6
COLISTIN 1.5 M.I.U.tab.,10
SALIGESIC gel.,6
CYSTINOL 425mg hard gelatin caps.,8
PERDERM 0.5mg/gm cream,4
CEFRONE 2gm I.M/I.V vial,18
ADAPTAN 250mg/5ml oral solution,37
DIABRIDE 2mg tab.,4
VIGADOL 100mg f.c.tab.,3
SILDEN 25mg f.c.tab.,2
VIRECTA 100mg f.c.tab.,3
VIGORAN 50mg f.c.tab.,2
MEXICAM 15mg f.c.tab.,7
V-GONE 50mg f.c.tab.,3
LIDO 40mg/1ml topical spray,8
CORVAST 80mg f.c.tab.,28
KOKAST 4mg chewable tab.,18
ASPROTECT 100mg enteric coated tab. (R1),3
ASPROTECT 100mg enteric coated tab.,10
X-TENSION 150mg tab.,8
X-TENSION PLUS 150/12.5mg tab.,9
DIAPHAGE 1000mg f.c.tab.,2
EREC 100mg f.c.tab.,4
VIGORAMA 50mg f.c.tab.,4
VIAVAG 25mg f.c.tab.,2
VIGOR 50mg f.c.tab.,4
THIOLKAN 300mg tab.,10
MONTELAIR 4mg  chewable tab.,25
RELATIC f.c.tab.,5
VIGOREX 50mg f.c.tab.,3
TENORMIN 100mg f.c.tab.,11
VISICROME 4% eye drops,6
ALKAPRESS 10mg tab.,12
FOXIME 1gm I.V. vial,18
DOBUTAMINE MYLAN 250mg/20ml amp.,170
DIOSIMAX 600mg f.c.tab.,9
ASYLON tab. (R1),1
ASYLON tab.,4
PODACEF 100mg f.c.tab.,22
DECLOPHEN 50 mg enteric coated tab.,6
SKINOREN 20gm/100gm cream,36
HIGH PURE 200mg tab.,2
FLAGELLAT FORTE 200mg/5ml susp.,5
URSOPLUS Cap.,18
EXTRAUMA DNA cream,12
DOXIPROCT PLUS ointment,11
TRI-BROXOL syrup,4
RAMIXOLE 0.75mg tab.,30
RAMIXOLE 0.175mg tab.,9
SAVLOTEC antiseptic solution (R1),68
SAVLOTEC antiseptic solution,3
FAMOTAK 40mg tab.,8
RELESTAT 0.05% eye drops,40
OPTOCETINE 0.5% eye drops,2
PROCTOPHAR supp.,3
CODIPHAN 10mg/5ml syrup.,3
DEXPANOL WOUND 5gm/100ml topical spray,6
FAROVIGA 25mg f.c.tab.,2
GENTEAL 0.3% gel,25
FUCITOP C Cream,8
DIA-FURYL 100mg caps.,2
FYTOSID 100mg/5ml vial,32
IRINOTEL 40mg/2ml I.V.vial (R1),400
IRINOTEL 40mg/2ml I.V.vial,800
RISEONATE 5mg f.c.tab.,35
NOTUSSIL 400mg/100ml susp.,8
STIMU-MAX 100mg f.c.tab.,3
LOCATRET lotion.,8
HIGHCEF 125mg/5ml susp.,10
XORIN 2gm vial,18
LIPINORM 20mg f.c.tab.,18
SILVAGRA 100mg f.c.tab.,2
SILVIGO 50mg f.c. tabs.,4
CARBOSIN 10mg/ml vial (R1),520
CARBOSIN 10mg/ml vial,200
CEFOTAX 2g vial,18
SILANIL 100mg f.c.tab.,6
DI-EASE syrup.,3
ANTINAL 220mg/5ml susp.,5
TOPOTEL 1mg/ml vial (R1),1000
TOPOTEL 1mg/ml vial,650
FLECTOR 1.292gm/100gm topical gel,7
ACNITAZ 0.1% topical gel.,12
ACTIFAST 12.5mg tab.,2
LICE CLEAN 0.5gm/100ml topical lotion,6
FOLIBONIN caps.,4
VITAMIN C 500mg C.R.caps.,6
HYDROVIT-B12 DEPOT 500mcg/ml amp.,2
NALBUPHINE 20mg/2ml amp.,10
RECORMON 2000 I.U./0.3ml prefilled syringe.,780
PODACEF 100mg/5ml  suspension.,20
FARCOZOL PLUS susp.,4
CEFIDIME 1gm vial,16
BROMUREX 2mg/ml amp.,5
ISMN STADA 60mg Retard caps.,7
ISMN STADA 40mg M.R. cap.,6
BROMAZANIL 6mg tabs.,4
RHINOCORT AQUA 32mcg/dose nasal spray.,24
RHINOCORT AQUA 64mcg/dose nasal spray.,38
PERITONEAL DIALYSIS SOLUTION (LACTATE) IN GLUCOSE 1.36% (R1),6
PERITONEAL DIALYSIS SOLUTION (LACTATE) IN GLUCOSE 1.36%,9
PERITONIAL DIALYSIS SOLUTION (ACETATE) IN 1.7% GLUCOSE . (R1),6
PERITONIAL DIALYSIS SOLUTION (ACETATE) IN 1.7% GLUCOSE .,10
OTOSOL 2% ear drops,2
EXTRAUMA DNA FORTE 420I.U./100gm topical gel,18
ANTODINE 10mg chewable tab.,5
CEFACET PLUS caps.,3
CEFACET caps.,3
NORMO TEARS eye drops.,7
NEURIMAX soft gelatin caps.,10
GLIMADEL 4mg tab.,7
LOCARTEN 0.02% cream,4
DOXAZOSIN STADA 1mg tab.,6
HEPAPRO soft gelatin cap.,20
CIDOGEN 1% topical cream,10
GRAMIDIN oint.,4
VARICELLA VACCINE GCC 1400PEU/0.7ml  S.C. vial,145
ALLERCET caps,7
HEPARSAN soft gelatin capsule,8
PEPTOFAM 10mg chewable tab.,6
ALMITAT 0.5mg/g topical cream,4
MENOPURE 75 I.U. vial,118
KEMAGRA 75mg f.c.tab.,4
CEFORAN 500mg vial,8
URICONTROL 2mg tab.,12
PALIZAGE 0.1g/100g topical gel,12
CEFORAN 1gm vial,12
CITALO 2mg/ml oral solution,12
IBIAMOX 200mg/5ml susp.,6
IBIAMOX 400mg/5ml susp.,8
B12 SR 1000mcg cap.,8
AMINOVEN INFANT 10% I.V.infusion (R1),50
AMINOVEN INFANT 10% I.V.infusion,38
LEE-FLOX 750mg f.c.tab.,42
XEFO RAPID 8mg f.c.tab.,17
WORMINE 40mg/5ml syrup.,2
OXELADINE 200mg/100ml syrup.,5
FUCIPHAC  2g/100g top. Cream,5
MIROLAST 0.1% eye drops,13
HISTAC 300mg f.c. tab.,11
TAREG 320mg f.c.tab.,32
EPIZIN 50mg vial for I.V. inf.,300
EPIZIN 10mg vial for I.V. inj./inf.,75
KAMISTAD oral gel.,4
ULTRACIPRO 1gm E.R. f.c. tab.,20
PONAGIC FORTE 500mg f.c.tab.,3
SEPCOFRUIT sachets,3
LACIDAC 4mg f.c.tab.,10
LACIDAC 2mg f.c.tab.,7
CYNCHOLINE caps.,4
AD-MUC oral oint.,9
IBUFEN 200mg soft gelatin capsule,4
HEALSEC 10mg Cap. (R1),6
HEALSEC 10mg Cap.,10
"SOLUPEN 1000,000 IU vial (R1)",1
"SOLUPEN 1000,000 IU vial",75
NITRIATE 50mg vial,30
XORIN 250mg vial,5
XORIN 500mg vial,8
ADAMINE 100mg caps.,5
ERYTHRORIV 200mg/5ml susp.,8
RIVACLOX 250mg/5ml susp.,7
RIVACLOX 500mg caps.,9
BETAFOS ampoulle,10
EMETREX  50mg/ml adult amp.,2
ASPICURE-COMBI f.c.tab.,4
FLAMOTAL 300mg supp.,3
VIGAMOX 0.5% ophthalmic solution (R1),45
VIGAMOX 0.5% ophthalmic solution,30
DOLPHIN K 75mg S.R.caps.,6
RETADEL 250mg caps.,11
REGNAVIT f.c.tab.,15
IRBAN 300mg tab.,15
MIPAZOLE 100mg vaginal ovule.,8
GENUPHIL syrup,30
DEPO-PEN 1.2MIU vial.,4
MAXIPIME 2gm vial.,72
VETOVATE-C cream,5
CURAM 457mg/5ml pd. for oral susp,30
BONE CARE 0.5mcg soft gelatin cap.,11
BIOTIN FORTE 5mg caps.,3
BUPIVACAINE MYLAN 20mg/4ml amp.,10
CALMETANIL 1.5mg f.c.tab.,4
CALMETANIL 3mg f.c.tab.,4
FLECTOR 50mg gastro-resistant soft gelatin capsule,6
LIQUIFILM TEARS 1.4% eye drops,2
GERVIZINE soft gelatin capsule,10
DICLOWAD 50mg sachets.,1
INSUNIL H NPH 100IU/ml vial.,31
ZOLAPAR 2mg tab.,6
LYRICA 75mg caps.,67
LYRICA 150mg caps.,87
KETOFAN 2.5% gel,5
GLUCORYL 4mg f. c. tab.,7
FEVER'N FLU syrup,4
LAROGEN 25mg tab.,6
TEVETEN 600mg  f.c.tab.,67
HYDROFERRIN 100mg/2ml amp.,14
LIPITRIN 10/10mg tab.,60
LIPITRIN 10/20mg tab.,65
BENZOCAINE 20% topical spray,20
FERROFOLVIT-Z cap.,4
MUCOTEC 150mg caps.,9
VEXAMOD 37.5mg S.R.caps.,20
ENRICH soft gelatin caps.,4
TRAMACET f.c.tab.,7
TOLTERODINE 2mg f.c.tab.,12
DOLPHIN 50mg supp.,4
COLOVERIN -A f. c.tab.,7
RELAXON caps.,15
IZOPTOMIL 240mg SR tab.,13
IZOPTOMIL 80mg s.c.tab.,3
IZOPTOMIL 2.5mg/ml amp. For I.V. inj.,6
CALCIUM FOLINATE 3mg/ml ampoule,32
TAXOL 30mg/5ml vial,450
TOBRACTIVA 0.3g/100ml eye drops,6
HYDROFERRIN 5g/100ml oral drops,4
DIA-FURYL 220mg/5ml susp.,4
ISOPTO STATROL eye/ear drops,5
BISTOL PLUS 2.5/6.25mg f.c.tab.,5
MYCUTIN D cream.,4
BETAVIDONE 7.5gm/100ml shampoo,8
CAPOTEN 50 mg tab.,9
IZOPTOMIL 120mg scored coated tabs.,4
WINCEF 1gm vial for I.M & I.V injection,21
RISPERDAL CONSTA 25mg vial,770
PIROXIFAR 20mg dispersable tab.,6
LEVOXIN 5mg ophthalmic drops,6
MOXIFLOX 400mg f.c.tab.,54
VIRUSTAT 5% cream.,4
REGENERATE 30mg caps.,4
NEWBEZIM tab.,11
ENTOCID tab.,2
DOBUJECT 250mg/5ml amp.,17
PRIORIX VACCINE S.C.injection and prefilled syring,57
BISTOL PLUS 5/6.25mg f.c.tab.,6
CAPOTEN 25mg tab.,10
CO-DILATROL tab.,12
LIPOFUNDIN MCT/LCT 10% I.V.infusion,45
ZIRA topical gel.,4
LEFLUMINE 100mg tabs.,74
ZELTROD 6mg tab.,15
METAHYDRIAL I.V. infusion.,4
PYRAL EXTRA tablets,2
MYKOTRAL H topical cream,4
SALIVEX-L-paint,5
LEFLUMINE 20mg tabs.,50
ORLY 120mg caps.,65
OMEZ 20mg enteric coated pellets in caps.,14
STRONG B50 prolonged release tab.,14
GYNOCONAZOL 0.4% vag. Cream,15
GYNOCONAZOL 0.8% vaginal cream.,20
LYRICA 50mg caps,45
CALCIVIT D3 syrup.,4
VETOVATE-N oint,5
DEXAMETHASONE 4mg/ml amp.,2
XIRUVASC 50mg vial,350
PRONTOGEST 200mg vaginal pessaries.,12
SLEEP-AID 5mg tab.,4
MYCOSTER 1% topical solution.,6
TENORMIN 25mg f.c.tab.,5
TENORET 50/12.5mg f.c.tab.,9
TENORETIC 100/25mg f.c.tab.,14
CIPROXIL-XL 500mg S.R.f.c.tab.,18
OMISEC 20mg caps.(enteric coated pellets),42
NITAZODE 100mg/5ml powder for oral suspension,12
SEKEM MOOD  filter bags.,4
MOFETYL 250mg f.c.tab.,60
ARTHROSAMINE caps.,8
CARTISAMINE caps.,8
FARCOPRIL 50mg tab.,9
GYNO-MYKOTRAL 2% vaginal cream.,10
CARBAMAZEPINE 200mg XR tab.,4
PROFENID 100mg ampoule,6
HORMO-6 25mg f.c.tab.,10
FILGRASTIM 300mcg/vial SEDICO liquid for injection.,350
CO-RENITEC 20/12.5mg tab.,24
INFARCA 50mg f.c.tab.,22
GENTAZONE cream,5
DEPANX 20mg f.c.tab.,20
ESTIKAN 20mg f.c.tab.,30
BUFLODIL 300mg tab.,8
RENITEC 5mg tab.,8
RENITEC 20mg tab.,24
TRIAMINIC COUGH syrup.,6
TRIAMINIC COLD & COUPH syrup,6
CARLOL-V 6.25mg f.c.tab,4
CARLOL-V 12.5mg f.c.tab.,6
LIPITRIN 10/40 mg tab.,70
HEBIUROXIME 125mg/5ml susp.,15
DINAR 300mg caps.,46
DAXOTEL 20mg/0.5ml injection concentrate. (R1),400
DAXOTEL 20mg/0.5ml injection concentrate.,1500
FINCAR 5mg f.c.tab.,22
FLU-C sachets.,4
DOXASTINE 2mg tab.,8
AUGMENTIN 625mg f.c.tab.,35
ALLEAR 5mg f.c.tab.,9
TEGSORAN 6mg tab.,15
ADVOCHOL 10mg f.c. tabs. (R1),25
ADVOCHOL 10mg f.c. tabs.,38
MIDODRINE 2.5mg tab.,4
CEFAZONE 1gm vial,14
DINAR 125mg/5ml powder for oral susp.,26
DORMIVAL caps.,4
TIMOGEN 10mg/5ml syrup,4
ATROSTAT 80 mg f.c. tab,40
PROCORALAN 5mg f.c.tab.,49
PROCORALAN 7.5mg f.c.tab.,49
FORTECEF 1gm tab.,12
KIDS VITAMIN syrup.,9
DERMABIOTIC oint.,3
ADRICIN 10mg/5ml vial for I.V. inj.. (R1),125
ADRICIN 10mg/5ml vial for I.V. inj..,27
CHEMOTRIM FORTE  tab.,5
DEXAZONE 0.5mg tab,2
DRAMENEX 50mg tab (R1),2
DRAMENEX 50mg tab,3
LEVEMIR 100I.u./ml penfill/flexpen . (R1),80
LEVEMIR 100I.u./ml penfill/flexpen .,90
ELBAVIT PINEAPPLE syrup.*,9
FORTUM 500mg vial.,19
FORTUM 1gm vial.,38
FORTUM 250 mg vial,10
STRATTERA 25mg caps.,290
STRATTERA 40mg caps.,290
STRATTERA 60mg caps.,290
STRATTERA 18mg caps.,290
STRATTERA 10mg caps.,290
OCU+ 1.4% pre-filled syringe,145
DEXAGLOBE amp.,11
SIGMAFENAC 75 mg S.R. cap.,8
KINOPRID 5mg/ml amp.,8
APEXIDONE 4mg f.c.tab.,30
APEXIDONE 2mg f.c.tab.,22
METRON 0.75 % vag. Gel,5
CEPOREX 1gm f.c.tab.,17
ZINACEF 250mg vial.,6
ZINACEF 750mg I.V/I.M vial,18
ZINACEF 1.5g I.V. vial.,34
AMIKACIN 100mg/2ml vial,3
AMIKACIN 250mg/2ml vial,4
AMIKACIN 500mg/2ml vial,9
IMMUNO FLU soft gelatin capsule.,8
DELAREX 5mg f.c.tab.,8
ARTHRITIS FREE SPRAY topical spray.,18
FRESH WAY SPRAY topical spray.,20
FLUX FREE chewable tab.,9
M.P.COLD & FLU sachet.,6
ORA FREE 1.4% oral spray,9
BABY RASH FREE 30% oint.,5
ADENOSIN FORTE lyophilized amp.,8
DEPRAM 20mg f.c.tab,29
BREXIN 20mg sachet,16
RAMITAC 2.5mg tab.,6
ASTIN 20mg f.c.tab.,12
ANOXICAM 20mg supp.,6
FEXON 120mg f.c.tab.,8
TARGOFLOXIN 750 mg f.c.tab.,40
IOPROST 50mcg/ml eye drops,60
ORCHAPRED eye gel,15
ADAGEL 0.1% topical gel.,10
CABELLA  21.3mg/10ml syrup.,8
B-COM FORTE  f.c.tab.,3
EUTHYROX 25mcg tab.,0
EXAMIDE 10mg Tablets,12
DINACER 5mg F.C.tabs.,8
CEREBRODIL 20mg tab.,3
VIROCLEAR tab.,50
GLUTAMIC 500mg tab.,4
VIVOPAL 500mcg f.c.tab.,4
POWER COLD & FLU tab.,4
ADOL SINUS caplets,4
AMRIPHYLLINE 100mg supp.,2
AMRIPHYLLINE 300mg supp.,3
SNAFI 20mg f.c.tab.,39
ROTARIX ORAL VACCINE not less than 1000000 CCID50,310
ESCITA 10mg f.c.tab.,23
ANAPRAMINE S.R. 75mg f.c.tab.,9
THROCALMINE 150mg/100ml  mouthwash & gargle.,2
BURNAZIN cream,3
